,ad,count
2688,ad1675037245488,15
2689,ad369367187490,15
2690,ad1005022347325,15
2691,ad1700807049285,15
2692,ad1176821039130,15
2693,ad154618822659,15
2694,ad274877906976,15
2695,ad1254130450437,15
2696,ad1159641169927,15
2697,ad850403524630,15
2698,ad463856468003,15
2699,ad1511828488199,15
2700,ad120259084334,15
2701,ad1211180777500,15
2702,ad1408749273096,15
2703,ad1314259992632,15
2704,ad1666447310857,15
2705,ad1400159338502,15
2706,ad584115552323,15
2707,ad292057776198,15
2708,ad755914244144,15
2709,ad283467841554,15
2710,ad523986010148,15
2711,ad532575944748,15
2712,ad1580547964987,15
2713,ad1700807049223,15
2714,ad403726925856,15
2715,ad635655159868,15
2716,ad1271310319641,14
2717,ad790273982529,14
2718,ad1460288880665,14
2719,ad17179869231,14
2720,ad1185410973729,14
2721,ad618475290647,14
2722,ad1090921693194,14
2723,ad1657857376283,14
2724,ad1494648619050,14
2725,ad455266533425,14
2726,ad300647710721,14
2727,ad197568495647,14
2728,ad1451698946086,14
2729,ad94489280521,14
2730,ad1322849927184,14
2731,ad240518168593,14
2732,ad146028888115,14
2733,ad944892805135,14
2734,ad369367187487,14
2735,ad1511828488225,14
2736,ad979252543495,14
2737,ad1486058684419,14
2738,ad180388626457,14
2739,ad798863917097,14
2740,ad343597383721,14
2741,ad824633720850,14
2742,ad223338299410,14
2743,ad85899345929,14
2744,ad1683627180059,14
2745,ad996432412699,14
2746,ad1082331758641,14
2747,ad455266533437,14
2748,ad850403524652,14
2749,ad652835029026,14
2750,ad352187318291,14
2751,ad773094113319,14
2752,ad1683627180040,14
2753,ad549755813912,14
2754,ad283467841551,14
2755,ad687194767392,14
2756,ad60129542167,14
2757,ad197568495652,14
2758,ad1168231104547,14
2759,ad1099511627792,14
2760,ad893353197592,14
2761,ad223338299427,14
2762,ad188978561092,14
2763,ad695784701984,14
2764,ad1400159338552,14
2765,ad953482739723,14
2766,ad1202590842908,14
2767,ad1563368095752,14
2768,ad876173328440,14
2769,ad816043786255,14
2770,ad300647710725,14
2771,ad1700807049230,14
2772,ad25769803815,14
2773,ad901943132166,14
2774,ad111669149761,14
2775,ad283467841555,14
2776,ad549755813900,14
2777,ad1692217114656,14
2778,ad1709396983845,14
2779,ad627065225229,14
2780,ad1563368095754,14
2781,ad1039382085654,14
2782,ad833223655451,14
2783,ad858993459242,14
2784,ad171798691850,14
2785,ad1279900254219,14
2786,ad180388626433,14
2787,ad1262720385026,14
2788,ad1675037245472,14
2789,ad309237645339,14
2790,ad850403524640,14
2791,ad652835029044,14
2792,ad420906795066,14
2793,ad867583393826,14
2794,ad94489280535,14
2795,ad188978561039,14
2796,ad1073741824036,14
2797,ad523986010112,14
2798,ad1176821039110,14
2799,ad987842478094,14
2800,ad1151051235355,14
2801,ad42949672989,14
2802,ad180388626456,14
2803,ad515396075565,14
2804,ad764504178717,14
2805,ad1597727834140,14
2806,ad575525617687,14
2807,ad816043786296,14
2808,ad1254130450445,14
2809,ad1099511627786,14
2810,ad188978561025,14
2811,ad807453851648,14
2812,ad214748364844,14
2813,ad1597727834112,14
2814,ad816043786291,14
2815,ad1537598291982,14
2816,ad51539607562,14
2817,ad206158430261,14
2818,ad747324309546,14
2819,ad1692217114674,14
2820,ad1700807049270,14
2821,ad463856467983,14
2822,ad197568495666,14
2823,ad111669149743,14
2824,ad257698037798,14
2825,ad25769803794,14
2826,ad816043786303,14
2827,ad867583393827,14
2828,ad395136991245,14
2829,ad592705486886,14
2830,ad601295421474,14
2831,ad1486058684478,14
2832,ad1090921693206,14
2833,ad764504178773,14
2834,ad8589934630,14
2835,ad1408749273116,14
2836,ad17179869191,14
2837,ad1451698946060,14
2838,ad489626271764,14
2839,ad412316860467,14
2840,ad51539607568,14
2841,ad652835029013,14
2842,ad910533066822,14
2843,ad1108101562410,14
2844,ad266287972380,14
2845,ad1065151889429,14
2846,ad1245540515887,14
2847,ad1133871366169,14
2848,ad309237645335,14
2849,ad489626271755,14
2850,ad171798691870,14
2851,ad661424963614,14
2852,ad85899345965,14
2853,ad1443109011505,14
2854,ad910533066815,14
2855,ad1683627180060,14
2856,ad1434519076887,14
2857,ad644245094409,14
2858,ad1408749273133,14
2859,ad1606317768726,14
2860,ad592705486858,14
2861,ad1580547964930,14
2862,ad1099511627794,14
2863,ad214748364854,14
2864,ad1073741824030,14
2865,ad463856467990,14
2866,ad1537598292035,14
2867,ad1228360646678,14
2868,ad1434519076873,14
2869,ad403726925829,14
2870,ad1065151889453,14
2871,ad712964571170,14
2872,ad712964571151,14
2873,ad1486058684463,14
2874,ad120259084310,14
2875,ad377957122114,14
2876,ad498216206338,14
2877,ad438086664227,14
2878,ad1262720385036,14
2879,ad360777252876,14
2880,ad1073741824050,14
2881,ad111669149696,14
2882,ad1554778161164,14
2883,ad1374389534737,14
2884,ad472446402612,14
2885,ad1571958030353,14
2886,ad8589934637,14
2887,ad283467841567,14
2888,ad738734374951,14
2889,ad386547056683,14
2890,ad644245094465,14
2891,ad1675037245461,14
2892,ad446676598789,14
2893,ad17179869203,14
2894,ad635655159866,14
2895,ad1297080123448,14
2896,ad541165879307,14
2897,ad1649267441721,14
2898,ad1271310319626,14
2899,ad1503238553639,14
2900,ad154618822665,14
2901,ad790273982521,14
2902,ad1082331758605,13
2903,ad1554778161207,13
2904,ad1443109011460,13
2905,ad1159641169972,13
2906,ad953482739727,13
2907,ad755914244108,13
2908,ad1056561954826,13
2909,ad1546188226580,13
2910,ad695784701987,13
2911,ad1391569403920,13
2912,ad1271310319625,13
2913,ad532575944706,13
2914,ad472446402600,13
2915,ad1666447310890,13
2916,ad919123001386,13
2917,ad1640677507091,13
2918,ad1571958030344,13
2919,ad1125281431598,13
2920,ad618475290658,13
2921,ad858993459206,13
2922,ad111669149757,13
2923,ad1194000908295,13
2924,ad283467841542,13
2925,ad1400159338503,13
2926,ad377957122104,13
2927,ad1357209665554,13
2928,ad1047972020246,13
2929,ad1047972020228,13
2930,ad1649267441695,13
2931,ad1108101562407,13
2932,ad1073741824005,13
2933,ad910533066777,13
2934,ad824633720842,13
2935,ad1271310319679,13
2936,ad936302870589,13
2937,ad1434519076866,13
2938,ad1503238553606,13
2939,ad661424963600,13
2940,ad1314259992582,13
2941,ad1486058684466,13
2942,ad953482739735,13
2943,ad601295421464,13
2944,ad893353197615,13
2945,ad1125281431596,13
2946,ad1108101562420,13
2947,ad1382979469330,13
2948,ad1520418422803,13
2949,ad266287972366,13
2950,ad901943132171,13
2951,ad309237645343,13
2952,ad910533066752,13
2953,ad987842478087,13
2954,ad154618822684,13
2955,ad1314259992589,13
2956,ad1477468749828,13
2957,ad231928234018,13
2958,ad979252543560,13
2959,ad661424963610,13
2960,ad927712935977,13
2961,ad1443109011506,13
2962,ad515396075573,13
2963,ad910533066806,13
2964,ad1666447310869,13
2965,ad1408749273156,13
2966,ad403726925839,13
2967,ad412316860422,13
2968,ad738734374945,13
2969,ad446676598785,13
2970,ad1022202216505,13
2971,ad1340029796389,13
2972,ad558345748481,13
2973,ad919123001403,13
2974,ad1013612281865,13
2975,ad1511828488196,13
2976,ad206158430209,13
2977,ad1554778161224,13
2978,ad584115552325,13
2979,ad1099511627783,13
2980,ad197568495662,13
2981,ad1580547964953,13
2982,ad1314259992641,13
2983,ad584115552299,13
2984,ad1211180777479,13
2985,ad730144440370,13
2986,ad1365799600131,13
2987,ad395136991237,13
2988,ad154618822657,13
2989,ad171798691901,13
2990,ad1142461300768,13
2991,ad188978561054,13
2992,ad541165879320,13
2993,ad1443109011490,13
2994,ad1013612281887,13
2995,ad1675037245440,13
2996,ad1408749273090,13
2997,ad644245094447,13
2998,ad1194000908344,13
2999,ad1331439861789,13
3000,ad94489280556,13
3001,ad1649267441689,13
3002,ad979252543543,13
3003,ad738734374919,13
3004,ad274877907015,13
3005,ad240518168584,13
3006,ad1425929142301,13
3007,ad1477468749845,13
3008,ad249108103222,13
3009,ad738734374960,13
3010,ad1571958030375,13
3011,ad996432412718,13
3012,ad335007449098,13
3013,ad910533066761,13
3014,ad1194000908300,13
3015,ad867583393847,13
3016,ad1374389534747,13
3017,ad120259084346,13
3018,ad1675037245486,13
3019,ad592705486870,13
3020,ad223338299404,13
3021,ad721554505781,13
3022,ad704374636572,13
3023,ad111669149741,13
3024,ad42,13
3025,ad1340029796379,13
3026,ad1331439861814,13
3027,ad1288490188805,13
3028,ad481036337189,13
3029,ad584115552303,13
3030,ad1262720385081,13
3031,ad1571958030392,13
3032,ad919123001380,13
3033,ad618475290664,13
3034,ad103079215116,13
3035,ad1056561954852,13
3036,ad712964571173,13
3037,ad1,13
3038,ad498216206382,13
3039,ad498216206391,13
3040,ad738734374937,13
3041,ad592705486888,13
3042,ad68719476753,13
3043,ad1228360646702,13
3044,ad1099511627802,13
3045,ad343597383703,13
3046,ad163208757250,13
3047,ad901943132169,13
3048,ad206158430258,13
3049,ad841813590019,13
3050,ad566935683090,13
3051,ad1640677507129,13
3052,ad816043786249,13
3053,ad755914244145,13
3054,ad1194000908320,13
3055,ad1520418422822,13
3056,ad506806140962,13
3057,ad283467841578,13
3058,ad429496729616,13
3059,ad1039382085671,13
3060,ad558345748545,13
3061,ad575525617665,13
3062,ad1108101562381,13
3063,ad876173328419,13
3064,ad180388626434,13
3065,ad1254130450436,13
3066,ad644245094404,13
3067,ad197568495619,13
3068,ad1649267441696,13
3069,ad335007449146,13
3070,ad180388626496,13
3071,ad910533066817,13
3072,ad85899345926,13
3073,ad970662608956,13
3074,ad506806140976,13
3075,ad57,13
3076,ad652835029059,13
3077,ad1047972020251,13
3078,ad1382979469361,13
3079,ad678604832786,13
3080,ad274877907012,13
3081,ad111669149723,13
3082,ad515396075574,13
3083,ad652835029020,13
3084,ad1133871366182,13
3085,ad429496729646,13
3086,ad1700807049267,13
3087,ad1597727834143,13
3088,ad1649267441698,13
3089,ad60129542178,13
3090,ad377957122065,13
3091,ad1322849927175,13
3092,ad472446402572,13
3093,ad523986010115,13
3094,ad231928234015,13
3095,ad1331439861765,13
3096,ad1236950581273,13
3097,ad979252543502,13
3098,ad1151051235372,13
3099,ad292057776182,13
3100,ad833223655448,13
3101,ad472446402569,13
3102,ad1262720385066,13
3103,ad438086664198,13
3104,ad455266533380,13
3105,ad867583393850,13
3106,ad1056561954861,13
3107,ad798863917056,13
3108,ad223338299451,13
3109,ad188978561041,13
3110,ad609885356076,13
3111,ad1580547964973,13
3112,ad652835029031,13
3113,ad1580547964979,13
3114,ad1271310319660,13
3115,ad953482739732,13
3116,ad68719476780,13
3117,ad180388626461,13
3118,ad850403524610,13
3119,ad292057776163,13
3120,ad1297080123402,13
3121,ad712964571185,13
3122,ad1632087572482,13
3123,ad171798691899,13
3124,ad429496729624,13
3125,ad824633720854,13
3126,ad1580547964992,13
3127,ad1228360646690,13
3128,ad180388626440,13
3129,ad816043786305,13
3130,ad541165879338,13
3131,ad360777252903,13
3132,ad609885356064,13
3133,ad644245094433,13
3134,ad249108103170,13
3135,ad523986010180,13
3136,ad1417339207706,13
3137,ad1305670057984,13
3138,ad352187318297,13
3139,ad1073741824055,13
3140,ad292057776172,13
3141,ad953482739740,13
3142,ad1228360646676,13
3143,ad824633720852,13
3144,ad816043786254,12
3145,ad1606317768725,12
3146,ad1632087572520,12
3147,ad635655159851,12
3148,ad618475290678,12
3149,ad34359738368,12
3150,ad1194000908306,12
3151,ad8589934614,12
3152,ad1262720385052,12
3153,ad1408749273150,12
3154,ad704374636552,12
3155,ad1176821039114,12
3156,ad1589137899536,12
3157,ad360777252894,12
3158,ad1700807049237,12
3159,ad1065151889412,12
3160,ad798863917087,12
3161,ad644245094402,12
3162,ad1571958030368,12
3163,ad498216206386,12
3164,ad1657857376264,12
3165,ad326417514532,12
3166,ad1142461300743,12
3167,ad1236950581251,12
3168,ad1683627180100,12
3169,ad1030792151054,12
3170,ad936302870582,12
3171,ad661424963626,12
3172,ad738734374953,12
3173,ad987842478139,12
3174,ad1554778161175,12
3175,ad1271310319643,12
3176,ad1554778161157,12
3177,ad1692217114667,12
3178,ad1245540515874,12
3179,ad171798691843,12
3180,ad790273982480,12
3181,ad1700807049217,12
3182,ad1614907703296,12
3183,ad223338299413,12
3184,ad206158430218,12
3185,ad412316860424,12
3186,ad936302870569,12
3187,ad549755813901,12
3188,ad987842478127,12
3189,ad317827579931,12
3190,ad1614907703342,12
3191,ad987842478104,12
3192,ad188978561037,12
3193,ad627065225235,12
3194,ad1511828488233,12
3195,ad1451698946057,12
3196,ad1073741824015,12
3197,ad360777252910,12
3198,ad627065225219,12
3199,ad1382979469366,12
3200,ad901943132211,12
3201,ad1460288880698,12
3202,ad884763263036,12
3203,ad395136991303,12
3204,ad403726925848,12
3205,ad661424963639,12
3206,ad1365799600130,12
3207,ad1623497637925,12
3208,ad283467841565,12
3209,ad1443109011459,12
3210,ad1580547964951,12
3211,ad1228360646680,12
3212,ad1623497637901,12
3213,ad970662608968,12
3214,ad584115552300,12
3215,ad1262720385047,12
3216,ad1073741824012,12
3217,ad1228360646667,12
3218,ad377957122092,12
3219,ad781684047907,12
3220,ad1374389534723,12
3221,ad558345748524,12
3222,ad618475290638,12
3223,ad704374636575,12
3224,ad420906795059,12
3225,ad1013612281915,12
3226,ad352187318278,12
3227,ad1417339207714,12
3228,ad472446402603,12
3229,ad403726925838,12
3230,ad575525617702,12
3231,ad1185410973696,12
3232,ad103079215118,12
3233,ad128849018930,12
3234,ad1408749273113,12
3235,ad1202590842891,12
3236,ad1262720385072,12
3237,ad309237645342,12
3238,ad867583393835,12
3239,ad1632087572503,12
3240,ad1700807049260,12
3241,ad249108103192,12
3242,ad987842478098,12
3243,ad1030792151046,12
3244,ad1168231104557,12
3245,ad463856467984,12
3246,ad1494648619042,12
3247,ad1340029796415,12
3248,ad1090921693203,12
3249,ad1374389534726,12
3250,ad1047972020272,12
3251,ad1529008357381,12
3252,ad1700807049240,12
3253,ad412316860441,12
3254,ad8589934640,12
3255,ad50,12
3256,ad790273982487,12
3257,ad970662608967,12
3258,ad420906795041,12
3259,ad506806140947,12
3260,ad1554778161219,12
3261,ad781684047904,12
3262,ad1125281431584,12
3263,ad798863917075,12
3264,ad8589934597,12
3265,ad498216206370,12
3266,ad1305670058022,12
3267,ad816043786293,12
3268,ad1666447310889,12
3269,ad317827579950,12
3270,ad1709396983838,12
3271,ad1683627180076,12
3272,ad386547056681,12
3273,ad841813590030,12
3274,ad1468878815239,12
3275,ad644245094463,12
3276,ad171798691856,12
3277,ad395136991259,12
3278,ad876173328434,12
3279,ad1168231104541,12
3280,ad1400159338561,12
3281,ad627065225221,12
3282,ad1314259992588,12
3283,ad1417339207702,12
3284,ad1554778161205,12
3285,ad841813590054,12
3286,ad146028888092,12
3287,ad188978561051,12
3288,ad1228360646681,12
3289,ad661424963601,12
3290,ad1125281431588,12
3291,ad1675037245482,12
3292,ad1039382085683,12
3293,ad240518168582,12
3294,ad1279900254235,12
3295,ad1279900254268,12
3296,ad395136991302,12
3297,ad1262720385077,12
3298,ad936302870558,12
3299,ad1013612281894,12
3300,ad867583393797,12
3301,ad180388626498,12
3302,ad257698037807,12
3303,ad214748364811,12
3304,ad1692217114636,12
3305,ad317827579960,12
3306,ad1073741824013,12
3307,ad1228360646699,12
3308,ad85899345945,12
3309,ad850403524641,12
3310,ad1348619730991,12
3311,ad1511828488194,12
3312,ad1245540515891,12
3313,ad893353197602,12
3314,ad360777252890,12
3315,ad481036337185,12
3316,ad8589934642,12
3317,ad850403524643,12
3318,ad335007449137,12
3319,ad936302870533,12
3320,ad395136991276,12
3321,ad549755813914,12
3322,ad1005022347286,12
3323,ad1649267441709,12
3324,ad1520418422790,12
3325,ad223338299447,12
3326,ad773094113322,12
3327,ad1589137899539,12
3328,ad618475290674,12
3329,ad1279900254263,12
3330,ad979252543565,12
3331,ad1236950581280,12
3332,ad68719476797,12
3333,ad1511828488229,12
3334,ad1245540515902,12
3335,ad180388626503,12
3336,ad730144440371,12
3337,ad1597727834118,12
3338,ad455266533443,12
3339,ad575525617666,12
3340,ad481036337187,12
3341,ad1013612281903,12
3342,ad1331439861782,12
3343,ad704374636586,12
3344,ad1047972020236,12
3345,ad171798691905,12
3346,ad816043786262,12
3347,ad120259084344,12
3348,ad1047972020249,12
3349,ad283467841580,12
3350,ad34359738379,12
3351,ad1159641169962,12
3352,ad738734374939,12
3353,ad1065151889471,12
3354,ad498216206336,12
3355,ad1159641169926,12
3356,ad360777252906,12
3357,ad1030792151086,12
3358,ad1228360646697,11
3359,ad816043786288,11
3360,ad566935683105,11
3361,ad1245540515850,11
3362,ad180388626476,11
3363,ad420906795060,11
3364,ad515396075521,11
3365,ad884763262987,11
3366,ad893353197612,11
3367,ad395136991257,11
3368,ad1640677507126,11
3369,ad1228360646673,11
3370,ad755914244104,11
3371,ad1614907703321,11
3372,ad1056561954863,11
3373,ad1675037245449,11
3374,ad1546188226578,11
3375,ad1391569403945,11
3376,ad1176821039128,11
3377,ad1520418422797,11
3378,ad910533066832,11
3379,ad816043786265,11
3380,ad1443109011472,11
3381,ad472446402614,11
3382,ad1640677507134,11
3383,ad326417514537,11
3384,ad1245540515876,11
3385,ad1623497637914,11
3386,ad1683627180085,11
3387,ad1288490188855,11
3388,ad317827579935,11
3389,ad515396075555,11
3390,ad1666447310924,11
3391,ad1039382085693,11
3392,ad1039382085685,11
3393,ad128849018899,11
3394,ad1675037245466,11
3395,ad1245540515881,11
3396,ad1236950581283,11
3397,ad1005022347285,11
3398,ad1022202216494,11
3399,ad343597383743,11
3400,ad343597383694,11
3401,ad1254130450487,11
3402,ad1245540515858,11
3403,ad893353197630,11
3404,ad1194000908338,11
3405,ad1262720385094,11
3406,ad841813590042,11
3407,ad506806140960,11
3408,ad1391569403934,11
3409,ad996432412729,11
3410,ad1305670058002,11
3411,ad94489280562,11
3412,ad953482739760,11
3413,ad1571958030396,11
3414,ad1013612281908,11
3415,ad412316860434,11
3416,ad1700807049219,11
3417,ad1365799600181,11
3418,ad764504178701,11
3419,ad1219770712083,11
3420,ad1185410973751,11
3421,ad670014898209,11
3422,ad1597727834161,11
3423,ad738734374925,11
3424,ad1666447310864,11
3425,ad1262720385057,11
3426,ad481036337181,11
3427,ad712964571169,11
3428,ad773094113326,11
3429,ad420906795061,11
3430,ad188978561075,11
3431,ad188978561034,11
3432,ad1554778161152,11
3433,ad206158430248,11
3434,ad1374389534766,11
3435,ad197568495621,11
3436,ad438086664195,11
3437,ad1451698946048,11
3438,ad1151051235369,11
3439,ad274877907007,11
3440,ad1597727834119,11
3441,ad1382979469318,11
3442,ad884763262997,11
3443,ad876173328422,11
3444,ad609885356074,11
3445,ad85899345942,11
3446,ad884763263001,11
3447,ad1460288880668,11
3448,ad712964571159,11
3449,ad335007449132,11
3450,ad523986010177,11
3451,ad1400159338536,11
3452,ad1073741824017,11
3453,ad807453851699,11
3454,ad154618822669,11
3455,ad1005022347314,11
3456,ad214748364840,11
3457,ad1211180777512,11
3458,ad1623497637923,11
3459,ad1589137899523,11
3460,ad103079215167,11
3461,ad644245094415,11
3462,ad206158430254,11
3463,ad1460288880676,11
3464,ad1623497637943,11
3465,ad1297080123424,11
3466,ad1133871366153,11
3467,ad1486058684429,11
3468,ad1185410973731,11
3469,ad1151051235371,11
3470,ad1305670058007,11
3471,ad1125281431561,11
3472,ad1228360646713,11
3473,ad481036337186,11
3474,ad1331439861806,11
3475,ad412316860446,11
3476,ad824633720904,11
3477,ad858993459251,11
3478,ad566935683091,11
3479,ad171798691863,11
3480,ad25769803814,11
3481,ad1090921693188,11
3482,ad1451698946106,11
3483,ad558345748518,11
3484,ad283467841569,11
3485,ad712964571143,11
3486,ad893353197641,11
3487,ad1331439861769,11
3488,ad111669149729,11
3489,ad274877906948,11
3490,ad206158430268,11
3491,ad927712935972,11
3492,ad712964571157,11
3493,ad644245094434,11
3494,ad1116691496978,11
3495,ad343597383720,11
3496,ad85899345928,11
3497,ad824633720871,11
3498,ad188978561086,11
3499,ad1022202216507,11
3500,ad532575944741,11
3501,ad1176821039157,11
3502,ad816043786279,11
3503,ad85899345981,11
3504,ad1382979469329,11
3505,ad223338299397,11
3506,ad695784701968,11
3507,ad77309411355,11
3508,ad1400159338510,11
3509,ad738734374922,11
3510,ad764504178741,11
3511,ad317827579925,11
3512,ad403726925835,11
3513,ad678604832805,11
3514,ad1099511627801,11
3515,ad146028888087,11
3516,ad970662608926,11
3517,ad1589137899527,11
3518,ad1408749273105,11
3519,ad841813590037,11
3520,ad1580547964989,11
3521,ad558345748501,11
3522,ad919123001377,11
3523,ad996432412708,11
3524,ad128849018921,11
3525,ad1425929142320,11
3526,ad1262720385093,11
3527,ad429496729607,11
3528,ad137438953533,11
3529,ad1700807049268,11
3530,ad712964571145,11
3531,ad1357209665546,11
3532,ad1211180777516,11
3533,ad1511828488212,11
3534,ad953482739766,11
3535,ad1331439861801,11
3536,ad343597383733,11
3537,ad755914244106,11
3538,ad1649267441711,11
3539,ad635655159812,11
3540,ad850403524653,11
3541,ad1030792151052,11
3542,ad1348619730969,11
3543,ad1537598292031,11
3544,ad927712935944,11
3545,ad987842478108,11
3546,ad1133871366144,11
3547,ad1279900254236,11
3548,ad1468878815236,11
3549,ad1090921693226,11
3550,ad1675037245447,11
3551,ad1563368095793,11
3552,ad884763262984,11
3553,ad94489280513,11
3554,ad77309411342,11
3555,ad1047972020237,11
3556,ad17179869196,11
3557,ad1211180777530,11
3558,ad704374636579,11
3559,ad1700807049283,11
3560,ad1632087572483,11
3561,ad1623497637922,11
3562,ad1683627180045,11
3563,ad850403524650,11
3564,ad901943132177,11
3565,ad1468878815271,11
3566,ad1262720385092,11
3567,ad403726925880,11
3568,ad652835029054,11
3569,ad1477468749879,11
3570,ad678604832772,11
3571,ad1047972020257,11
3572,ad1065151889433,11
3573,ad1623497637918,11
3574,ad584115552277,11
3575,ad764504178751,11
3576,ad1099511627797,11
3577,ad1090921693245,11
3578,ad154618822713,11
3579,ad1537598292000,11
3580,ad833223655456,11
3581,ad1494648619014,11
3582,ad60129542159,11
3583,ad1546188226570,11
3584,ad1194000908346,11
3585,ad1554778161160,11
3586,ad558345748506,11
3587,ad1288490188815,11
3588,ad1400159338504,11
3589,ad326417514498,11
3590,ad798863917113,11
3591,ad1554778161172,11
3592,ad704374636561,11
3593,ad661424963608,11
3594,ad541165879311,11
3595,ad592705486902,11
3596,ad541165879302,11
3597,ad927712935975,11
3598,ad300647710741,11
3599,ad1013612281892,11
3600,ad1348619730954,11
3601,ad326417514515,11
3602,ad1279900254247,11
3603,ad1202590842921,11
3604,ad1683627180038,11
3605,ad249108103208,11
3606,ad1511828488232,11
3607,ad317827579939,11
3608,ad1125281431578,11
3609,ad867583393837,11
3610,ad438086664194,11
3611,ad1589137899560,11
3612,ad773094113295,11
3613,ad1099511627824,11
3614,ad541165879337,11
3615,ad1168231104517,11
3616,ad120259084343,11
3617,ad197568495669,11
3618,ad257698037768,11
3619,ad764504178744,11
3620,ad721554505737,11
3621,ad618475290673,11
3622,ad17179869224,11
3623,ad1262720385040,11
3624,ad85899345943,11
3625,ad601295421480,11
3626,ad60129542155,11
3627,ad1254130450444,11
3628,ad1477468749870,11
3629,ad1159641169946,11
3630,ad738734374931,11
3631,ad25769803784,11
3632,ad94489280528,11
3633,ad919123001369,11
3634,ad489626271785,10
3635,ad1597727834116,10
3636,ad1305670058046,10
3637,ad103079215126,10
3638,ad103079215122,10
3639,ad1494648619013,10
3640,ad1176821039147,10
3641,ad300647710756,10
3642,ad730144440348,10
3643,ad1657857376267,10
3644,ad274877906952,10
3645,ad1159641169951,10
3646,ad1425929142302,10
3647,ad807453851666,10
3648,ad1443109011510,10
3649,ad687194767405,10
3650,ad274877906975,10
3651,ad1554778161227,10
3652,ad455266533421,10
3653,ad987842478101,10
3654,ad747324309527,10
3655,ad1262720385067,10
3656,ad103079215147,10
3657,ad1030792151059,10
3658,ad1425929142291,10
3659,ad927712935996,10
3660,ad137438953528,10
3661,ad816043786261,10
3662,ad910533066812,10
3663,ad704374636584,10
3664,ad489626271779,10
3665,ad1099511627796,10
3666,ad1657857376311,10
3667,ad1529008357433,10
3668,ad1675037245469,10
3669,ad704374636599,10
3670,ad455266533420,10
3671,ad8589934626,10
3672,ad1683627180070,10
3673,ad979252543501,10
3674,ad618475290648,10
3675,ad790273982467,10
3676,ad283467841575,10
3677,ad893353197619,10
3678,ad867583393811,10
3679,ad1589137899552,10
3680,ad858993459265,10
3681,ad240518168617,10
3682,ad841813590056,10
3683,ad1546188226582,10
3684,ad25769803790,10
3685,ad841813590073,10
3686,ad773094113343,10
3687,ad223338299435,10
3688,ad841813590074,10
3689,ad953482739765,10
3690,ad670014898188,10
3691,ad1340029796359,10
3692,ad103079215105,10
3693,ad1606317768734,10
3694,ad61,10
3695,ad764504178738,10
3696,ad8589934602,10
3697,ad566935683101,10
3698,ad1340029796404,10
3699,ad532575944711,10
3700,ad506806140943,10
3701,ad1185410973748,10
3702,ad85899345957,10
3703,ad292057776195,10
3704,ad618475290632,10
3705,ad395136991284,10
3706,ad1709396983826,10
3707,ad1408749273142,10
3708,ad1460288880642,10
3709,ad1563368095799,10
3710,ad472446402584,10
3711,ad867583393824,10
3712,ad403726925824,10
3713,ad1460288880655,10
3714,ad42949672999,10
3715,ad1597727834113,10
3716,ad824633720834,10
3717,ad1340029796412,10
3718,ad1228360646695,10
3719,ad60129542156,10
3720,ad1374389534767,10
3721,ad446676598804,10
3722,ad1082331758632,10
3723,ad876173328388,10
3724,ad1219770712094,10
3725,ad601295421462,10
3726,ad1580547964983,10
3727,ad1254130450473,10
3728,ad1047972020290,10
3729,ad884763262990,10
3730,ad1391569403912,10
3731,ad403726925872,10
3732,ad1460288880687,10
3733,ad1331439861760,10
3734,ad214748364808,10
3735,ad541165879299,10
3736,ad1520418422818,10
3737,ad1400159338526,10
3738,ad369367187466,10
3739,ad644245094439,10
3740,ad566935683123,10
3741,ad962072674318,10
3742,ad670014898198,10
3743,ad34359738374,10
3744,ad747324309535,10
3745,ad807453851678,10
3746,ad747324309506,10
3747,ad987842478107,10
3748,ad944892805141,10
3749,ad1520418422829,10
3750,ad180388626468,10
3751,ad292057776134,10
3752,ad240518168590,10
3753,ad1039382085645,10
3754,ad927712935969,10
3755,ad1494648619056,10
3756,ad1425929142344,10
3757,ad1640677507099,10
3758,ad1374389534728,10
3759,ad472446402626,10
3760,ad1554778161211,10
3761,ad369367187509,10
3762,ad1194000908317,10
3763,ad816043786260,10
3764,ad1022202216513,10
3765,ad206158430250,10
3766,ad395136991285,10
3767,ad34359738426,10
3768,ad936302870580,10
3769,ad1365799600187,10
3770,ad231928233997,10
3771,ad970662608969,10
3772,ad1219770712086,10
3773,ad884763263011,10
3774,ad841813590075,10
3775,ad1142461300771,10
3776,ad1434519076901,10
3777,ad566935683099,10
3778,ad1460288880670,10
3779,ad25769803810,10
3780,ad1503238553660,10
3781,ad635655159839,10
3782,ad1185410973738,10
3783,ad987842478113,10
3784,ad1365799600129,10
3785,ad274877907001,10
3786,ad1460288880648,10
3787,ad1683627180035,10
3788,ad1245540515901,10
3789,ad1185410973740,10
3790,ad274877906958,10
3791,ad1073741824028,10
3792,ad1580547964975,10
3793,ad721554505741,10
3794,ad592705486899,10
3795,ad1408749273135,10
3796,ad1606317768707,10
3797,ad1168231104530,10
3798,ad1589137899522,10
3799,ad197568495675,10
3800,ad1039382085682,10
3801,ad584115552322,10
3802,ad1391569403963,10
3803,ad1460288880682,10
3804,ad171798691888,10
3805,ad970662608905,10
3806,ad188978561093,10
3807,ad1666447310867,10
3808,ad257698037817,10
3809,ad481036337172,10
3810,ad833223655490,10
3811,ad180388626436,10
3812,ad790273982479,10
3813,ad824633720860,10
3814,ad1589137899537,10
